Local_ID,Node_ID,OSM_ID,Longitude,Latitude,Degree,Node_Type,Neighbor_Count,lighting,elevation,greenery,crime,Connected_Local_IDs,Connected_Node_IDs
419,174022412,174022412,-3.521768,50.724932,4,4-way Junction,2,0.75,0.96,0.85,0,"1286, 56","5784256589, 34917448"
420,174022414,174022414,-3.522215,50.725648,4,4-way Junction,2,0.79,0.4,0.95,0,"1287, 335","5784302000, 62154868"
421,175245404,175245404,-3.53598,50.721741,4,4-way Junction,2,0.79,0.84,0.52,0.63,"372, 371","90475710, 90471260"
422,175245410,175245410,-3.518648,50.721151,5,5-way Junction,3,0.09,0.19,0.08,0.65,"99, 98, 101","36665006, 36664811, 36665154"
423,193711390,193711390,-3.509683,50.730606,6,6-way Junction,3,0.49,0.67,0.57,0.42,"424, 548, 550","193711394, 216335019, 218926315"
424,193711394,193711394,-3.509802,50.731201,8,Complex,4,0.06,0.98,0.5,0.42,"937, 837, 573, 423","385518337, 286501531, 249144326, 193711390"
425,193711406,193711406,-3.512769,50.730963,6,6-way Junction,3,0.55,0.1,0.8,0.76,"358, 354, 454","84907846, 84906282, 208494706"
426,193748500,193748500,-3.515772,50.735586,3,3-way Junction,1,0.44,0.01,0.05,0,434,206175701
427,203995666,203995666,-3.510707,50.735287,2,Through,1,0.89,0.43,0.48,0.1,428,203995677
428,203995677,203995677,-3.510463,50.73481,6,6-way Junction,3,0.35,0.09,0.11,0.28,"427, 552, 429","203995666, 219248217, 203995685"
429,203995685,203995685,-3.510446,50.73469,4,4-way Junction,2,0.12,0.75,0.35,0.73,"1300, 428","7815929644, 203995677"
430,206126122,206126122,-3.539746,50.731205,6,6-way Junction,3,0.14,0.91,0.78,0.9,"917, 277, 968","343064610, 59817505, 496072821"
431,206126124,206126124,-3.53515,50.727983,6,6-way Junction,3,0.76,0.43,0.47,0.08,"299, 298, 432","59995178, 59995139, 206126125"
432,206126125,206126125,-3.535536,50.729035,6,6-way Junction,3,0.62,0.26,0.35,0.74,"433, 431, 271","206126126, 206126124, 59817376"
433,206126126,206126126,-3.534805,50.729083,6,6-way Junction,3,0.1,0.43,0.39,0.78,"432, 296, 303","206126125, 59995111, 59995397"
434,206175701,206175701,-3.515482,50.735385,4,4-way Junction,2,0.08,0.72,0.48,0.17,"426, 553","193748500, 219248224"
435,206175728,206175728,-3.517343,50.734618,6,6-way Junction,3,0.7,0.01,0.74,0.22,"1249, 1215, 566","4340461855, 3425404547, 243247794"
436,206179641,206179641,-3.539788,50.727433,6,6-way Junction,3,0.07,0.59,0.9,0.31,"1271, 304, 1278","4874172831, 59995454, 5782074259"
437,206179643,206179643,-3.526635,50.729587,6,6-way Junction,3,0.82,0.61,0.97,0.76,"121, 907, 639","36670775, 315875791, 260755316"
438,208471795,208471795,-3.518917,50.730883,6,6-way Junction,3,0.71,0.64,0.8,0,"441, 1111, 439","208475111, 1787924039, 208471796"
439,208471796,208471796,-3.517864,50.730404,6,6-way Junction,3,0.08,0.24,0.29,0.76,"438, 440, 1160","208471795, 208471798, 2187539173"
440,208471798,208471798,-3.518805,50.730004,2,Through,1,0.08,0.71,0.71,0.25,439,208471796
441,208475111,208475111,-3.518738,50.731176,6,6-way Junction,3,0.99,0.09,0.4,0.54,"438, 442, 569","208471795, 208475112, 244314415"
442,208475112,208475112,-3.517339,50.730473,2,Through,1,0.37,0.2,0.22,0.34,441,208475111
443,208476487,208476487,-3.532223,50.730515,2,Through,1,0.37,0.88,0.88,0.44,444,208476491
444,208476491,208476491,-3.531137,50.728978,6,6-way Junction,3,0.81,0.74,0.06,0.71,"443, 647, 303","208476487, 260755658, 59995397"
445,208480008,208480008,-3.51808,50.727007,6,6-way Junction,3,0.95,0.01,0.85,0.57,"939, 142, 114","388337715, 38503761, 36666293"
446,208481514,208481514,-3.519475,50.725234,2,Through,1,0.99,0.25,0.44,0.67,1018,760693020
447,208485314,208485314,-3.514974,50.725074,6,6-way Junction,3,0.75,0.21,0.61,0,"114, 448, 33","36666293, 208486387, 21761689"
448,208486387,208486387,-3.51617,50.725603,6,6-way Junction,3,0.38,0.27,0.64,0.57,"332, 447, 449","62154257, 208485314, 208486394"
449,208486394,208486394,-3.517289,50.724872,2,Through,1,0.08,0.25,0.87,0.04,448,208486387
450,208492972,208492972,-3.511036,50.727323,2,Through,1,0.78,0.06,0.59,0.24,452,208493289
451,208493285,208493285,-3.513044,50.726564,6,6-way Junction,3,0.56,0.46,0.61,0.4,"260, 452, 340","59742245, 208493289, 62158493"
452,208493289,208493289,-3.510916,50.727066,6,6-way Junction,3,0.42,0.73,0.09,0.33,"450, 261, 451","208492972, 59742578, 208493285"
453,208494703,208494703,-3.51486,50.732068,6,6-way Junction,3,0.91,0.61,0.53,0.33,"557, 359, 355","229925287, 84908009, 84906620"
454,208494706,208494706,-3.513208,50.732406,6,6-way Junction,3,0.11,0.67,0.17,0.96,"557, 425, 905","229925287, 193711406, 313899440"
455,208495228,208495228,-3.515498,50.733766,2,Through,1,0.49,0.08,0.7,0,457,208495619
456,208495229,208495229,-3.515259,50.733309,2,Through,1,0.01,0.95,0.56,0.62,457,208495619
457,208495619,208495619,-3.515382,50.733557,6,6-way Junction,3,0.47,0.84,0.71,0.26,"456, 455, 458","208495229, 208495228, 208495620"
458,208495620,208495620,-3.515933,50.733447,6,6-way Junction,3,0.06,0.81,0.07,0.12,"457, 256, 1104","208495619, 59742012, 1732389008"
459,208501007,208501007,-3.533884,50.716499,6,6-way Junction,3,0.12,0.82,0.12,0.13,"286, 460, 287","59994215, 208501009, 59994221"
460,208501009,208501009,-3.533368,50.716759,6,6-way Junction,3,0.12,0.93,0.76,0.86,"461, 459, 1011","208501011, 208501007, 715990642"
461,208501011,208501011,-3.532842,50.716904,6,6-way Junction,3,0.65,0.54,0.08,0.78,"463, 460, 465","208501199, 208501009, 208501495"
462,208501026,208501026,-3.526894,50.713792,2,Through,1,0.75,0.2,0.04,0.79,466,208502386
463,208501199,208501199,-3.53229,50.717052,6,6-way Junction,3,0.58,0.62,0.02,0.9,"461, 464, 838","208501011, 208501202, 288322916"
464,208501202,208501202,-3.531675,50.716523,2,Through,1,0.96,0.74,0.98,0,463,208501199
465,208501495,208501495,-3.532536,50.716498,6,6-way Junction,3,0.37,0.74,0.76,0.23,"1144, 1145, 461","2070436276, 2070436279, 208501011"
466,208502386,208502386,-3.52899,50.715622,6,6-way Junction,3,0.29,0.52,0.36,0.59,"838, 1138, 462","288322916, 2070399706, 208501026"
467,208506644,208506644,-3.531448,50.714767,6,6-way Junction,3,0.87,0.07,0.25,0.32,"468, 288, 947","208506996, 59994224, 445055798"
468,208506996,208506996,-3.531361,50.714339,2,Through,1,0.22,0.37,0.34,0.35,467,208506644
469,208507544,208507544,-3.531861,50.714143,6,6-way Junction,3,0.96,0.92,0.82,0.14,"470, 320, 992","208507545, 60457246, 639619693"
470,208507545,208507545,-3.531404,50.714136,6,6-way Junction,3,0.01,0.58,0.67,0.53,"1158, 471, 469","2128159078, 208507546, 208507544"
471,208507546,208507546,-3.531421,50.71401,2,Through,1,0.97,0.54,0.19,0.41,470,208507545
472,208508409,208508409,-3.535685,50.714783,3,3-way Junction,1,0.04,0.27,0.15,0.14,473,208508413
473,208508413,208508413,-3.534455,50.714067,6,6-way Junction,3,0.89,0.37,0.09,0.33,"846, 472, 848","288323483, 208508409, 288323761"
474,208508415,208508415,-3.532823,50.713852,6,6-way Junction,3,0.53,0.9,0.7,0.41,"841, 476, 1218","288323060, 208509047, 3575456498"
475,208508417,208508417,-3.5322,50.713755,6,6-way Junction,3,0.99,0.67,0.78,0.34,"841, 840, 320","288323060, 288323027, 60457246"
476,208509047,208509047,-3.533057,50.713877,6,6-way Junction,3,0.07,0.79,0.29,0.17,"477, 474, 846","208509048, 208508415, 288323483"
477,208509048,208509048,-3.533251,50.713224,2,Through,1,0.55,0.45,0.02,0.66,476,208509047
478,208510172,208510172,-3.531663,50.712821,2,Through,1,0.97,0.63,0.1,0,1255,4458461646
479,208588245,208588245,-3.536189,50.714792,2,Through,1,0.52,0.25,0.94,0.18,480,208588249
480,208588249,208588249,-3.53681,50.714961,6,6-way Junction,3,0.63,0.71,0.32,0.66,"482, 752, 479","208590767, 270996416, 208588245"
481,208588878,208588878,-3.53664,50.713612,6,6-way Junction,3,0.7,0.43,0.76,0.38,"752, 1251, 949","270996416, 4446543275, 446860958"
482,208590767,208590767,-3.537252,50.715399,2,Through,1,0.45,0.44,0.62,0.13,480,208588249
483,208591342,208591342,-3.538544,50.714917,2,Through,1,0.63,0.65,0.4,0.56,731,266649645
484,208594537,208594537,-3.544649,50.714942,6,6-way Junction,3,0.58,0.94,0.25,0.46,"1289, 280, 489","6356294053, 59817965, 208597070"
485,208594545,208594545,-3.543024,50.713518,5,5-way Junction,2,0.9,0.06,0.08,0.65,"741, 778","266650862, 272851386"
486,208597065,208597065,-3.544503,50.716145,2,Through,1,0.05,0.82,0.65,0.67,487,208597066
487,208597066,208597066,-3.544348,50.716172,6,6-way Junction,3,0.28,0.29,0.75,0.49,"486, 785, 488","208597065, 272851462, 208597068"
488,208597068,208597068,-3.544089,50.715585,6,6-way Junction,3,0.95,0.44,0.64,0.28,"489, 487, 786","208597070, 208597066, 272851465"
489,208597070,208597070,-3.543819,50.715286,6,6-way Junction,3,0.89,0.02,0.48,0,"488, 484, 560","208597068, 208594537, 240760200"
490,208609271,208609271,-3.543199,50.718171,6,6-way Junction,3,0.46,0.3,0.02,0.19,"708, 696, 714","265326707, 265326667, 265326739"
491,208609273,208609273,-3.544002,50.717756,2,Through,1,0.62,0.5,0.97,0.23,723,265326802
492,208610132,208610132,-3.542725,50.719606,6,6-way Junction,3,0.28,0.06,0.75,0.48,"702, 493, 39","265326691, 208620227, 26448778"
493,208620227,208620227,-3.542232,50.719541,6,6-way Junction,3,0.19,0.49,0.29,0.46,"1226, 492, 40","3667354783, 208610132, 26448782"
494,208620229,208620229,-3.542934,50.720357,6,6-way Junction,3,0.46,0.93,1,0.12,"496, 1226, 495","208622202, 3667354783, 208621025"
495,208621025,208621025,-3.543378,50.720207,2,Through,1,0.35,0.11,0.56,0,494,208620229
496,208622202,208622202,-3.543269,50.720788,6,6-way Junction,3,0.58,0.76,0.61,0.35,"494, 497, 729","208620229, 208622203, 266649633"
497,208622203,208622203,-3.544583,50.720998,2,Through,1,0.08,0.41,0.74,0.2,496,208622202
498,208628503,208628503,-3.547664,50.725989,2,Through,1,0.97,0.66,0.83,0.51,1232,3735981607
499,208630465,208630465,-3.547827,50.726391,2,Through,1,0.99,0.26,0.63,0,1119,1978476797
500,208630469,208630469,-3.548449,50.726152,6,6-way Junction,3,0.7,0.16,0.09,0.47,"1232, 1041, 1119","3735981607, 1168858788, 1978476797"
501,208631421,208631421,-3.548958,50.726934,6,6-way Junction,3,0.54,0.16,0.3,0.83,"577, 51, 1120","249563516, 33141023, 1978476803"
502,208633617,208633617,-3.547817,50.729241,2,Through,1,0.31,0.07,0.89,0.04,505,208635653
503,208633619,208633619,-3.549258,50.729071,6,6-way Junction,3,0.81,0.19,0.19,0.33,"577, 505, 504","249563516, 208635653, 208634893"
504,208634893,208634893,-3.549295,50.729287,6,6-way Junction,3,0.68,0.66,0.39,0,"508, 503, 132","208638750, 208633619, 36672374"
505,208635653,208635653,-3.54814,50.729161,6,6-way Junction,3,0.16,0.88,0.47,0.56,"503, 502, 506","208633619, 208633617, 208636795"
506,208636795,208636795,-3.547994,50.730332,6,6-way Junction,3,0.91,0.81,0.47,0.37,"505, 1029, 507","208635653, 946086177, 208636798"
507,208636798,208636798,-3.547296,50.730156,2,Through,1,0.82,0.69,0.63,0.22,506,208636795
508,208638750,208638750,-3.548475,50.729687,2,Through,1,0.95,0.11,0.9,0.28,504,208634893
509,208640055,208640055,-3.543326,50.734971,2,Through,1,0.73,0.29,0.22,0.76,510,208640056
510,208640056,208640056,-3.543264,50.734983,6,6-way Junction,3,0.61,0.31,0.1,0.09,"509, 593, 512","208640055, 255623651, 208641044"
511,208641037,208641037,-3.542407,50.734771,6,6-way Junction,3,0.42,0.25,0.17,0,"594, 595, 512","255623652, 255623653, 208641044"
512,208641044,208641044,-3.542571,50.734261,6,6-way Junction,3,0.93,0.52,0.89,0.63,"510, 513, 511","208640056, 208641045, 208641037"
513,208641045,208641045,-3.543086,50.734015,6,6-way Junction,3,0.87,0.54,0.65,0.38,"596, 603, 512","255623654, 255623694, 208641044"
514,210545946,210545946,-3.53597,50.735991,1,Dead End,0,0.05,0.36,0.27,0.86,,
515,210545958,210545958,-3.531844,50.735133,6,6-way Junction,3,0.03,0.35,0.8,0.51,"1314, 632, 790","10307435358, 260749881, 277303633"
516,213718233,213718233,-3.50918,50.718007,4,4-way Junction,2,0.38,0.83,0.89,0.67,"1242, 517","3937587491, 213718263"
517,213718263,213718263,-3.509892,50.717916,6,6-way Junction,3,0.81,0.79,0.88,0.22,"516, 117, 880","213718233, 36667560, 292279513"
518,215242467,215242467,-3.517304,50.730107,3,3-way Junction,1,0.99,0.31,0.9,0.51,519,215242469
519,215242469,215242469,-3.516764,50.730595,6,6-way Junction,3,0.15,0.91,0.29,0.87,"521, 518, 569","215248673, 215242467, 244314415"
520,215242471,215242471,-3.515751,50.730967,6,6-way Junction,3,0.59,0.95,0.8,0.41,"524, 521, 864","215251405, 215248673, 288335004"
521,215248673,215248673,-3.515944,50.730907,6,6-way Junction,3,0.38,0.33,0.44,0.08,"520, 519, 522","215242471, 215242469, 215248678"
522,215248678,215248678,-3.517161,50.731952,6,6-way Junction,3,0.97,0.35,0.83,0.04,"523, 356, 521","215251399, 84907401, 215248673"
523,215251399,215251399,-3.516478,50.73205,6,6-way Junction,3,0.84,0.51,0.73,0,"522, 525, 524","215248678, 215252490, 215251405"
524,215251405,215251405,-3.515378,50.731075,6,6-way Junction,3,0.84,0.94,0.82,0.04,"520, 526, 523","215242471, 215252491, 215251399"
525,215252490,215252490,-3.515864,50.732146,6,6-way Junction,3,0.47,0.88,0.69,0.17,"523, 355, 526","215251399, 84906620, 215252491"
526,215252491,215252491,-3.514861,50.731244,6,6-way Junction,3,0.41,0.1,0.14,0.48,"359, 524, 525","84908009, 215251405, 215252490"
527,215262191,215262191,-3.523903,50.73579,4,4-way Junction,2,0.27,0.39,0.53,0.49,"528, 1164","215265665, 2248392240"
528,215265665,215265665,-3.522716,50.735806,4,4-way Junction,2,0.06,0.55,0.99,0.32,"527, 530","215262191, 215274486"
529,215271801,215271801,-3.518841,50.735835,4,4-way Junction,2,0.86,0.5,0.94,0.39,"530, 531","215274486, 215274493"
530,215274486,215274486,-3.522282,50.735723,6,6-way Junction,3,0.81,0.19,0.01,0,"528, 529, 531","215265665, 215271801, 215274493"
531,215274493,215274493,-3.522036,50.73491,6,6-way Junction,3,1,0.86,0.2,0,"529, 532, 530","215271801, 215274497, 215274486"
532,215274497,215274497,-3.521804,50.73413,6,6-way Junction,3,1,0.68,0.15,0.01,"543, 533, 531","215296490, 215280240, 215274493"
533,215280240,215280240,-3.521512,50.734196,6,6-way Junction,3,0.56,0.84,0.76,0.36,"532, 534, 566","215274497, 215280245, 243247794"
534,215280245,215280245,-3.521049,50.732692,8,Complex,4,0.77,0.86,0.85,0.02,"535, 533, 539, 543","215280247, 215280240, 215290249, 215296490"
535,215280247,215280247,-3.521404,50.732251,6,6-way Junction,3,0.94,0.75,0.24,0.12,"546, 534, 537","215300093, 215280245, 215283302"
536,215282465,215282465,-3.523237,50.733751,6,6-way Junction,3,0.85,0.44,0.5,0.22,"540, 537, 543","215292742, 215283302, 215296490"
537,215283302,215283302,-3.521679,50.732356,6,6-way Junction,3,0.25,0.61,0.85,0.69,"538, 535, 536","215283303, 215280247, 215282465"
538,215283303,215283303,-3.522242,50.731892,6,6-way Junction,3,0.45,0.16,0.7,0,"537, 541, 545","215283302, 215292753, 215298434"
539,215290249,215290249,-3.517999,50.732252,6,6-way Junction,3,0.13,0.67,0.56,0.58,"534, 255, 357","215280245, 59741872, 84907402"
540,215292742,215292742,-3.524073,50.733546,6,6-way Junction,3,0.95,0.18,0.56,0.47,"652, 536, 903","260756218, 215282465, 306484367"
541,215292753,215292753,-3.52261,50.732023,6,6-way Junction,3,0.61,0.69,0.53,0.66,"538, 652, 1173","215283303, 260756218, 2289081603"
542,215293586,215293586,-3.522798,50.731795,2,Through,1,0.23,0.23,0.27,0.87,1173,2289081603
543,215296490,215296490,-3.52242,50.733984,6,6-way Junction,3,0.67,0.12,0.53,0,"532, 534, 536","215274497, 215280245, 215282465"
544,215298433,215298433,-3.521536,50.731911,2,Through,1,0.62,0.17,0.66,0,545,215298434
545,215298434,215298434,-3.521876,50.731688,6,6-way Junction,3,0.36,0,0.82,0.75,"544, 538, 1176","215298433, 215283303, 2306360496"
546,215300093,215300093,-3.521116,50.732105,5,5-way Junction,3,0.11,0.72,0.66,0.38,"535, 547, 1176","215280247, 215300098, 2306360496"
547,215300098,215300098,-3.520506,50.73224,2,Through,1,0.67,0.73,0.78,0.39,546,215300093
548,216335019,216335019,-3.509146,50.729086,8,Complex,4,0.52,0.51,0.16,0.57,"631, 549, 583, 423","259830897, 218926305, 254170241, 193711390"
549,218926305,218926305,-3.509469,50.729623,6,6-way Junction,3,0.77,0.16,0.43,0.52,"548, 584, 586","216335019, 254170244, 254170250"
550,218926315,218926315,-3.510217,50.730592,6,6-way Junction,3,0.52,0.08,0,0.85,"584, 582, 423","254170244, 254170237, 193711390"
551,219248202,219248202,-3.514385,50.734686,5,5-way Junction,2,0.85,0.02,0.2,0.84,"552, 554","219248217, 219248263"
552,219248217,219248217,-3.511635,50.734758,6,6-way Junction,3,0.55,0.17,0.69,0.56,"428, 551, 554","203995677, 219248202, 219248263"
553,219248224,219248224,-3.516088,50.734949,5,5-way Junction,3,0.56,0.89,1,0.1,"1040, 551, 434","1145401344, 219248202, 206175701"
554,219248263,219248263,-3.512519,50.735557,6,6-way Junction,3,0.88,0.24,0.07,0.74,"552, 551, 555","219248217, 219248202, 219248287"
555,219248287,219248287,-3.512154,50.735744,2,Through,1,0.4,0.35,0.39,0,554,219248263
556,229925281,229925281,-3.513685,50.731582,2,Through,1,0.13,0.11,0.76,0.13,557,229925287
557,229925287,229925287,-3.513981,50.732266,6,6-way Junction,3,0.03,0.22,0.18,0.87,"454, 453, 556","208494706, 208494703, 229925281"
558,240739613,240739613,-3.549463,50.731951,6,6-way Junction,3,0.76,0.52,0.56,0.09,"870, 959, 869","292139330, 472383637, 292139329"
559,240739625,240739625,-3.548678,50.732412,6,6-way Junction,3,0.62,0.61,0.74,0.05,"872, 896, 869","292141178, 299585727, 292139329"
560,240760200,240760200,-3.540647,50.716727,8,Complex,4,0.7,0.25,0.59,0,"561, 974, 489, 717","240760207, 498425311, 208597070, 265326764"
561,240760207,240760207,-3.540146,50.71629,7,Complex,4,0.21,0.06,0.14,0.81,"734, 560, 731, 562","266649655, 240760200, 266649645, 240760262"
562,240760262,240760262,-3.539675,50.716458,6,6-way Junction,3,0.14,0.39,0.34,0.44,"563, 561, 1102","240760264, 240760207, 1676234608"
563,240760264,240760264,-3.539543,50.716383,5,5-way Junction,2,0.01,0.23,0.76,0.59,"562, 1064","240760262, 1487263434"
564,243247744,243247744,-3.520548,50.733505,2,Through,1,0.35,0.22,0.53,0.13,1090,1630440799
565,243247781,243247781,-3.519423,50.733801,6,6-way Junction,3,0.59,0.96,0.05,0.67,"1088, 1090, 566","1630440641, 1630440799, 243247794"
566,243247794,243247794,-3.519165,50.734508,6,6-way Junction,3,0.39,0.62,0.77,0.63,"533, 435, 565","215280240, 206175728, 243247781"
567,243259801,243259801,-3.524649,50.734436,5,5-way Junction,3,0.44,0.56,0.04,0.24,"1164, 632, 903","2248392240, 260749881, 306484367"
568,244314407,244314407,-3.519517,50.730663,6,6-way Junction,3,0.9,0.42,0.74,0.2,"1111, 1109, 1110","1787924039, 1787924010, 1787924019"
569,244314415,244314415,-3.518473,50.731539,6,6-way Junction,3,0.35,0.43,0.2,0.14,"357, 519, 441","84907402, 215242469, 208475111"
570,248528488,248528488,-3.516951,50.73115,2,Through,1,0.51,0.54,0.96,0.8,356,84907401
571,248528674,248528674,-3.523392,50.734607,2,Through,1,0.78,0.7,0.39,0.49,1164,2248392240
572,248583636,248583636,-3.54995,50.726563,6,6-way Junction,3,0.4,0.7,0.35,0.84,"829, 51, 748","283239535, 33141023, 269994447"
573,249144326,249144326,-3.50991,50.731849,2,Through,1,0.62,0.17,0.12,0.2,424,193711394
574,249243081,249243081,-3.510989,50.731837,2,Through,1,0.86,0.5,0.31,0.62,837,286501531
575,249243095,249243095,-3.511659,50.732581,6,6-way Junction,3,0.95,0.41,0.87,0.54,"836, 905, 576","286501528, 313899440, 249243097"
576,249243097,249243097,-3.511376,50.731805,2,Through,1,0.15,0.87,1,0.57,575,249243095
577,249563516,249563516,-3.549229,50.728946,4,4-way Junction,2,0.93,0.63,0.38,0.79,"503, 501","208633619, 208631421"
578,253910878,253910878,-3.549317,50.720386,4,4-way Junction,2,0.49,0.53,0.45,0.27,"726, 48","265353395, 33141005"
579,254170222,254170222,-3.513407,50.728448,6,6-way Junction,3,0.26,0.12,0.68,0.02,"340, 339, 581","62158493, 62156752, 254170232"
580,254170228,254170228,-3.51332,50.730285,6,6-way Junction,4,0.46,0.61,0.9,0.51,"358, 581, 867, 582","84907846, 254170232, 288336432, 254170237"
581,254170232,254170232,-3.512538,50.728593,5,5-way Junction,2,0.98,0.12,0.55,0.52,"579, 583","254170222, 254170241"
582,254170237,254170237,-3.512421,50.73036,6,6-way Junction,3,0.49,0.34,0.38,0.46,"585, 550, 580","254170248, 218926315, 254170228"
583,254170241,254170241,-3.511662,50.728728,6,6-way Junction,3,0.33,0.14,0.38,0.12,"581, 548, 586","254170232, 216335019, 254170250"
584,254170244,254170244,-3.509857,50.730103,6,6-way Junction,3,0.63,0.69,0.71,0.34,"585, 549, 550","254170248, 218926305, 218926315"
585,254170248,254170248,-3.512165,50.729815,6,6-way Junction,3,0.24,0.21,0,0.28,"584, 582, 586","254170244, 254170237, 254170250"
586,254170250,254170250,-3.51191,50.729269,6,6-way Junction,3,0.08,0.39,0.61,0.35,"585, 583, 549","254170248, 254170241, 218926305"
587,255154416,255154416,-3.539842,50.733275,2,Through,1,0.13,0.9,0.4,0.59,589,255154421
588,255154419,255154419,-3.540308,50.732565,2,Through,1,0.13,0.2,0.76,0.65,591,255154423
589,255154421,255154421,-3.539257,50.73222,6,6-way Junction,3,0.15,0.51,0.09,0.2,"277, 587, 591","59817505, 255154416, 255154423"
590,255154422,255154422,-3.540272,50.732459,2,Through,1,0.14,0.42,0.58,0.33,591,255154423
591,255154423,255154423,-3.540191,50.732504,6,6-way Junction,3,0.64,0.02,0.43,0.12,"588, 590, 589","255154419, 255154422, 255154421"
592,255155014,255155014,-3.53859,50.735815,2,Through,1,0.18,0.79,0.67,0.11,834,286500001
593,255623651,255623651,-3.543189,50.735011,2,Through,1,0.35,0.07,0.02,0.73,510,208640056
594,255623652,255623652,-3.542447,50.734829,2,Through,1,0.9,0.47,0.58,0.72,511,208641037
595,255623653,255623653,-3.542511,50.734738,2,Through,1,0.47,0.56,0.57,0.24,511,208641037
596,255623654,255623654,-3.542522,50.733531,6,6-way Junction,3,0.67,0.63,0.57,0.6,"291, 598, 513","59994978, 255623670, 208641045"
597,255623655,255623655,-3.541656,50.733249,2,Through,1,0.17,0.69,0.62,0.81,291,59994978
598,255623670,255623670,-3.541943,50.732983,6,6-way Junction,3,0.19,0.25,0.65,0.75,"44, 601, 596","30792303, 255623676, 255623654"
599,255623671,255623671,-3.542786,50.732646,2,Through,1,0.04,0.01,0.76,0.1,293,59994985
600,255623672,255623672,-3.542833,50.732443,2,Through,1,0.17,0.72,0.29,0.9,601,255623676
601,255623676,255623676,-3.542716,50.732735,6,6-way Junction,3,0.28,0.54,0.83,0.25,"293, 598, 600","59994985, 255623670, 255623672"
602,255623686,255623686,-3.542556,50.73588,4,4-way Junction,2,0.18,0.84,0.53,0.26,"604, 603","255623696, 255623694"
603,255623694,255623694,-3.543976,50.735112,4,4-way Junction,2,0.09,0.82,0.11,0.04,"513, 602","208641045, 255623686"
604,255623696,255623696,-3.542005,50.735354,2,Through,1,0.12,0.84,0.09,0.46,602,255623686
605,255624669,255624669,-3.511552,50.715862,2,Through,1,0.46,0.49,0.33,0.01,1168,2272001239
606,259572477,259572477,-3.509902,50.70929,2,Through,1,0.21,0.33,0.77,0.14,608,259572488
607,259572479,259572479,-3.511074,50.709209,2,Through,1,0.36,0.79,0.74,0.19,608,259572488
608,259572488,259572488,-3.510578,50.709595,6,6-way Junction,3,0.5,0.45,0.78,0.65,"610, 607, 606","259572493, 259572479, 259572477"
609,259572491,259572491,-3.511858,50.710218,6,6-way Junction,2,0.69,0.18,0.49,0.72,"610, 611","259572493, 259572496"
610,259572493,259572493,-3.511193,50.709882,6,6-way Junction,2,0.04,0.85,0.48,0.25,"609, 608","259572491, 259572488"
611,259572496,259572496,-3.512642,50.71059,6,6-way Junction,3,0.8,0.88,0.19,0.72,"0, 609, 1195","21288399, 259572491, 2985906790"
612,259572569,259572569,-3.514237,50.712795,6,6-way Junction,3,0.63,0.47,0.32,0.73,"616, 617, 614","259572573, 259572574, 259572571"
613,259572570,259572570,-3.512145,50.71188,6,6-way Junction,3,0.08,0.08,0.39,0.71,"616, 623, 0","259572573, 259572754, 21288399"
614,259572571,259572571,-3.515184,50.711792,6,6-way Junction,3,0.87,0.39,0.08,0.01,"612, 955, 352","259572569, 469753950, 64672647"
615,259572572,259572572,-3.513649,50.712813,2,Through,1,0.92,0.8,0.25,0.53,616,259572573
616,259572573,259572573,-3.513783,50.712613,6,6-way Junction,3,0.06,0.9,0.64,0.88,"612, 615, 613","259572569, 259572572, 259572570"
617,259572574,259572574,-3.515803,50.713415,2,Through,1,0.28,0.2,0.71,0.57,612,259572569
618,259572741,259572741,-3.511168,50.71338,6,6-way Junction,3,0.81,0.07,0.96,0.11,"619, 620, 623","259572745, 259572746, 259572754"
619,259572745,259572745,-3.512871,50.71287,6,6-way Junction,3,0.75,0.88,0.97,0.3,"618, 624, 620","259572741, 259572755, 259572746"
620,259572746,259572746,-3.512538,50.71332,6,6-way Junction,3,0.18,0.39,0.63,0.55,"621, 619, 618","259572747, 259572745, 259572741"
621,259572747,259572747,-3.514023,50.713849,6,6-way Junction,2,0.21,0.54,0.43,0.44,"622, 620","259572752, 259572746"
622,259572752,259572752,-3.514042,50.713898,6,6-way Junction,2,0.37,0.97,0.68,0,"621, 932","259572747, 366022236"
623,259572754,259572754,-3.510881,50.71326,6,6-way Junction,3,0.48,0.07,0.74,0.16,"344, 613, 618","62162037, 259572570, 259572741"
624,259572755,259572755,-3.513213,50.713005,2,Through,1,0.62,0.65,0.13,0.7,619,259572745
625,259572757,259572757,-3.511283,50.713717,2,Through,1,0.37,0.07,0.37,0.77,626,259572759
626,259572759,259572759,-3.511765,50.714029,6,6-way Junction,3,0.46,0.38,0.83,0,"1202, 625, 627","3060761212, 259572757, 259572761"
627,259572761,259572761,-3.511272,50.714304,6,6-way Junction,3,0.75,0.8,0.41,0.8,"628, 1201, 626","259572762, 3060761211, 259572759"
628,259572762,259572762,-3.511044,50.714525,6,6-way Junction,3,0.04,0.43,0.57,0.27,"627, 346, 1262","259572761, 62162128, 4557852190"
629,259572764,259572764,-3.510781,50.713938,2,Through,1,0.25,1,0.64,0.57,1262,4557852190
630,259830895,259830895,-3.510096,50.727542,2,Through,1,0.71,0.56,0.19,0.63,631,259830897
631,259830897,259830897,-3.508548,50.727597,4,4-way Junction,2,0.9,0.32,0.34,0.64,"548, 630","216335019, 259830895"
